species_id,language,common_name,habitat,basic_id_cues,consumer_advice,enforcement_advice,similar_animals,known_as,average_size_weight,first_responder,traded_as,common_trafficking,notes,disease_name
733,fr,Corail en zigag,"Régions polaires, poussant en eau profonde à des profondeurs de 80-1500 mètres. On le trouve généralement dans les décombres et les débris plutôt que dans les récifs coralliens.","Il est buissonnant, pousse en petites colonies qui forment des fourrés, créant des matrices en forme d'éventail. Il a d'épaisses parties squelettiques qui poussent en forme de lamelles.",N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,Hauteur 30 à 50 cm,Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
734,pt,Polycyathus senegalensis,"Oceano Pacífico, profundidade de 12 a 143 m",pequenos corais pétreos,NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
734,fr,Corail,"Océan Pacifique, portée en profondeur 12-143 m",Petits coraux pierreux.,N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,,Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
735,pt,"Coral copo de Devonshire  (*nome traduzido, não encontrado nas fontes consultadas em Português)","Nativo do nordeste do Oceano Atlântico, do Mar do Norte e do Mar Mediterrâneo. Formas rasas e profundas, geralmente em águas menos turbulentas do que a forma mais robusta de águas rasas.","Espécie solitáriacom esqueleto pétreo em forma de taça e uma base elíptica. A coluna do pólipo pode se projetar até 30 mm (1,2 pol) do copo e há cerca de oitenta tentáculos cada um com um botão de terminal. O pólipo é translúcido e a cor é variável e pode ser branco, rosa, laranja, vermelho, marrom ou verde brilhante.",NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,2.5 cm (1 polegadas),Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
735,fr,Madrépore œillet,"Originaire du nord-est de l'océan Atlantique, de la mer du Nord et de la mer Méditerranée. Formes d'eau peu profonde et profonde, généralement dans des eaux moins turbulentes que la forme d'eau peu profonde plus robuste.","Espèce solitaire de corail avec un squelette en forme de coupe à base elliptique. La colonne du polype peut dépasser de 30 mm (1,2 pouces) de la coupe et il a environ quatre-vingts tentacules munis chacun d'un bouton terminal. Le polype est translucide et de couleur variable et peut être blanc, rose, orange, rouge, brun ou vert vif.",N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,Caryophylle,2.5 cm (1 pouces),Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
736,pt,,,,NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
736,fr,Corail Cladangia gemmans,,,N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,,Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
737,pt,coral almofada,Endêmico no Mar Mediterrâneo,"Os pólipos são de cor clara e marrom e formam colônias em formato de almofada. É o maior coral pétreo do Mediterrâneo, alcançando até 50 cm de diâmetro. É comum em fundos rochosos entre alguns metros e 60 metros de profundidade.",NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,"Pólipos têm 5 mm de diâmetro, e a colônia de 50 cm.",Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
737,fr,Cladocore en touffe,Endémique de la Méditerranée,"Les polypes sont de couleur marron clair et forment des colonies en forme de coussin. C'est le plus grand corail pierreux de la Méditerranée, atteignant jusqu'à 50 cm de diamètre. Elle est fréquente sur les fonds rocheux entre quelques mètres et 60 mètres de profondeur.",N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,"Madrepora caespitosa, Hoplangia pallaryi","Polypes de 5 mm de diamètre, colonie de 50 cm",Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
738,pt,Cladopsammia manuelensis,Encontrado em profundidades até cerca de 470 metros (1.540 pés),,NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
738,fr,Cladopsammia manuelensis,Trouvé à des profondeurs allant jusqu'à environ 470 mètres (1 540 pieds),,N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,,Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
